hatchery,stock,release_site,brood_year,tag_code,first_release_month,first_release_doy,last_release_doy,avg_weight,release_age,avg_length,Releases,Raw_Recoveries,Exp_Recoveries,SampleRate_obs,Raw_SAR,Expanded_Tags_Type,...18,fitted
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631291,3,62,62,79.43,2,188,22591,80,257.089148418957,0.311176105611546,0.01138,RMIS_adjusted_for_terminal_harvest,0.012044649659736987,0.012044649659736987
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631292,4,91,91,75.97,2,187,23245,65,203.143481491382,0.31997088719166,0.008739,RMIS_adjusted_for_terminal_harvest,0.012829310181798491,0.012829310181798491
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631293,4,91,91,77.66,2,189,23453,63,212.387037420016,0.296628272446832,0.009056,RMIS_adjusted_for_terminal_harvest,0.012999087541228237,0.012999087541228237
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631294,4,91,91,71.65,2,184,23098,95,271.354455458399,0.35009559669664,0.011748,RMIS_adjusted_for_terminal_harvest,0.01244011944745915,0.01244011944745915
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631295,4,91,91,38.83,2,148,22389,77,247.481670178244,0.311134153671026,0.011054,RMIS_adjusted_for_terminal_harvest,0.007804382503331464,0.007804382503331464
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631457,3,62,62,36.55,2,143,21967,58,168.348860253477,0.344522676973704,0.007664,RMIS_adjusted_for_terminal_harvest,0.00667046870796735,0.00667046870796735
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631458,3,62,62,34.86,2,142,21386,65,196.476295770658,0.330828712670117,0.009187,RMIS_adjusted_for_terminal_harvest,0.006332939834650733,0.006332939834650733
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631460,4,91,91,34,2,140,21410,63,186.046838175177,0.338624405649296,0.00869,RMIS_adjusted_for_terminal_harvest,0.006751805660763869,0.006751805660763869
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631463,4,91,91,33.69,2,138,21631,74,222.00815493581,0.333321089134748,0.010263,RMIS_adjusted_for_terminal_harvest,0.0066839917625805675,0.0066839917625805675
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631464,4,91,91,48.25,2,157,21579,55,208.844041935255,0.263354412653299,0.009678,RMIS_adjusted_for_terminal_harvest,0.009692095534125481,0.009692095534125481
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631465,4,91,91,53.99,2,163,21434,66,188.697803512948,0.349765597538983,0.008804,RMIS_adjusted_for_terminal_harvest,0.010625701369115809,0.010625701369115809
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631466,4,91,91,49.57,2,160,20840,66,185.937491770783,0.354957998903,0.008922,RMIS_adjusted_for_terminal_harvest,0.009924415578621266,0.009924415578621266
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631467,3,62,62,45.45,2,155,21410,91,255.803037139989,0.355742453324352,0.011948,RMIS_adjusted_for_terminal_harvest,0.008368055049321867,0.008368055049321867
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631468,3,62,62,52.13,2,162,21486,87,242.048720121561,0.359431770415092,0.011265,RMIS_adjusted_for_terminal_harvest,0.009443298312467792,0.009443298312467792
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631592,3,89,89,94.89,2,195,26632,50,85.658022830583,0.58371648501497,0.003216,RMIS_adjusted_for_terminal_harvest,0.006645933634566897,0.006645933634566897
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631593,3,89,89,59.84,2,174,24847,70,126.832036458351,0.551911030956177,0.005105,RMIS_adjusted_for_terminal_harvest,0.004743212085108978,0.004743212085108978
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631594,3,89,89,30.4,2,141,24926,22,36.6559264934561,0.600175799783086,0.001471,RMIS_adjusted_for_terminal_harvest,0.002483497614481923,0.002483497614481923
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631595,3,89,89,57.85,2,174,24850,48,80.5408094255175,0.595971164709853,0.003241,RMIS_adjusted_for_terminal_harvest,0.004647033605220899,0.004647033605220899
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631596,3,89,89,87.73,2,194,24870,112,189.697947963723,0.590412290708693,0.007628,RMIS_adjusted_for_terminal_harvest,0.006012658127271937,0.006012658127271937
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631597,3,89,89,28.42,2,137,24442,16,26.071102705884,0.613706300822824,0.001067,RMIS_adjusted_for_terminal_harvest,0.0023082027673068874,0.0023082027673068874
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631898,3,89,89,85.58,2,195,24814,117,193.790126034036,0.60374593068509,0.00781,RMIS_adjusted_for_terminal_harvest,0.005860862011243899,0.005860862011243899
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631899,3,89,89,58.37,2,175,24557,84,139.732878069963,0.601146996757214,0.00569,RMIS_adjusted_for_terminal_harvest,0.004673057609051245,0.004673057609051245
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631967,3,89,89,31.8,2,144,24805,26,40.9512033672733,0.634901977527192,0.001651,RMIS_adjusted_for_terminal_harvest,0.002609616150744447,0.002609616150744447
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631968,3,89,89,82.62,2,186,25079,112,194.704500472642,0.575230668670327,0.007764,RMIS_adjusted_for_terminal_harvest,0.005678057865805191,0.005678057865805191
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631969,3,89,89,56.69,2,176,24534,92,149.401377657774,0.61579084103722,0.00609,RMIS_adjusted_for_terminal_harvest,0.004586575688214097,0.004586575688214097
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631970,3,89,89,27.32,2,139,24595,22,33.0708120245486,0.665239183835864,0.001345,RMIS_adjusted_for_terminal_harvest,0.0022128691474955346,0.0022128691474955346
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631972,3,89,89,28.92,2,138,25088,22,33.3633758603206,0.659405693599634,0.00133,RMIS_adjusted_for_terminal_harvest,0.0023520585131594305,0.0023520585131594305
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631973,3,89,89,56.27,2,170,25295,74,124.912893949276,0.592412821930535,0.004938,RMIS_adjusted_for_terminal_harvest,0.0045638431634217784,0.0045638431634217784
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631974,3,89,89,83.84,2,189,25274,100,191.000835135327,0.523557920200447,0.007557,RMIS_adjusted_for_terminal_harvest,0.005749895302689823,0.005749895302689823
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632587,4,94,94,82.77,2,186,21598,36,55.4350155341625,0.649409036023713,0.002567,RMIS_adjusted_for_terminal_harvest,0.0032814126069469233,0.0032814126069469233
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632588,4,94,94,83.22,2,188,21857,37,56.4785941111763,0.655115457144112,0.002584,RMIS_adjusted_for_terminal_harvest,0.0032965431154767994,0.0032965431154767994
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632589,4,94,94,55.65,2,164,22211,19,27.2496423611822,0.697256857472227,0.001227,RMIS_adjusted_for_terminal_harvest,0.0026123829507972074,0.0026123829507972074
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632590,4,94,94,26.71,2,131,24247,9,13.095506405226,0.687258645943497,5.4e-4,RMIS_adjusted_for_terminal_harvest,0.0012449739922584925,0.0012449739922584925
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632591,4,94,94,27.64,2,133,22247,6,10.8628536190789,0.552341052397311,4.88e-4,RMIS_adjusted_for_terminal_harvest,0.0012909236503550585,0.0012909236503550585
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632592,4,94,94,52.43,2,165,22504,35,74.9954664674695,0.466694877018757,0.003333,RMIS_adjusted_for_terminal_harvest,0.002499643600537181,0.002499643600537181
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632593,4,94,94,82.77,2,188,20914,81,152.494078364728,0.531168166453441,0.007291,RMIS_adjusted_for_terminal_harvest,0.0032814126069469233,0.0032814126069469233
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632594,4,94,94,27.55,2,132,22265,9,20.0783943710516,0.448243013543747,9.02e-4,RMIS_adjusted_for_terminal_harvest,0.001286444524494668,0.001286444524494668
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632595,4,94,94,52.86,2,165,22173,42,62.2823468855479,0.674348384417507,0.002809,RMIS_adjusted_for_terminal_harvest,0.002515625586909223,0.002515625586909223
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632596,4,94,94,81.58,2,187,23370,56,81.6563388361519,0.685801014326239,0.003494,RMIS_adjusted_for_terminal_harvest,0.003243144435332695,0.003243144435332695
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632597,4,94,94,80.99,2,185,23169,72,112.127487940783,0.642126220093546,0.00484,RMIS_adjusted_for_terminal_harvest,0.003225068572559726,0.003225068572559726
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632598,4,94,94,52.43,2,164,23387,30,48.164268095394704,0.622868387423258,0.002059,RMIS_adjusted_for_terminal_harvest,0.002499643600537181,0.002499643600537181
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632599,4,94,94,28.65,2,136,22437,9,13.0446257342125,0.689939303999766,5.81e-4,RMIS_adjusted_for_terminal_harvest,0.001341626431993391,0.001341626431993391
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632664,4,94,94,27.44,2,133,24252,1,1.32157128220164,0.756675037864078,5.4e-5,RMIS_adjusted_for_terminal_harvest,0.0012809791709270232,0.0012809791709270232
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632665,4,94,94,53.99,2,166,21421,14,19.9399313065066,0.702108737728284,9.31e-4,RMIS_adjusted_for_terminal_harvest,0.002556264268210947,0.002556264268210947
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,632992,4,93,93,86.39,2,194,24689,63,95.582644957401,0.659115470471419,0.003871,RMIS_adjusted_for_terminal_harvest,0.0031432788588490242,0.0031432788588490242
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,632993,4,93,93,57.85,2,168,24826,50,80.5960941187622,0.620377458072876,0.003246,RMIS_adjusted_for_terminal_harvest,0.0024675387832902187,0.0024675387832902187
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,632994,4,93,93,31.06,2,142,25053,31,57.9998436405981,0.534484199510858,0.002315,RMIS_adjusted_for_terminal_harvest,0.0013488551114488475,0.0013488551114488475
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,632995,4,93,93,30.85,2,142,24890,14,17.4632367441367,0.801684143960342,7.02e-4,RMIS_adjusted_for_terminal_harvest,0.0013388183459329959,0.0013388183459329959
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,632996,4,93,93,58.52,2,165,24985,47,58.5725966592987,0.802423021697101,0.002344,RMIS_adjusted_for_terminal_harvest,0.0024853186338476304,0.0024853186338476304
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,632997,4,93,93,82.92,2,188,24224,61,96.837512519178,0.629921178406141,0.003998,RMIS_adjusted_for_terminal_harvest,0.0030256457461425783,0.0030256457461425783
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,632998,4,93,93,82.77,2,198,24668,51,70.6035058311592,0.722343733496197,0.002862,RMIS_adjusted_for_terminal_harvest,0.003021039149968361,0.003021039149968361
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,632999,4,93,93,57.41,2,170,24931,38,47.1232828210499,0.806395431835776,0.00189,RMIS_adjusted_for_terminal_harvest,0.002455546302372319,0.002455546302372319
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,633064,4,93,93,31,2,143,25154,13,16.2323275722762,0.800870974425329,6.45e-4,RMIS_adjusted_for_terminal_harvest,0.0013459856228381342,0.0013459856228381342
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,633065,4,93,93,55.58,2,166,24592,34,44.7402690870225,0.759941786086892,0.001819,RMIS_adjusted_for_terminal_harvest,0.00240286735427948,0.00240286735427948
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,633066,4,93,93,91.63,2,194,24235,62,95.3893624670674,0.649967652539927,0.003936,RMIS_adjusted_for_terminal_harvest,0.0033651433699049675,0.0033651433699049675
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,633177,4,93,93,28.22,2,139,25031,29,40.5383234361627,0.7153724560333,0.00162,RMIS_adjusted_for_terminal_harvest,0.001215020334566996,0.001215020334566996
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,633178,4,93,93,28.31,2,135,24595,30,37.2734558743857,0.80486231545318,0.001515,RMIS_adjusted_for_terminal_harvest,0.001219187620041388,0.001219187620041388
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,633179,4,93,93,55.04,2,166,24776,54,83.9626488372612,0.643143120754377,0.003389,RMIS_adjusted_for_terminal_harvest,0.0023864335932721934,0.0023864335932721934
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,633180,4,93,93,88.07,2,194,25026,68,94.7459607105742,0.717708696919792,0.003786,RMIS_adjusted_for_terminal_harvest,0.0032083485482129704,0.0032083485482129704
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2005,633465,3,79,79,92.38,2,192,105537,294,564.54010328035,0.520777883256949,0.005349,RMIS_adjusted_for_terminal_harvest,0.005999407198294023,0.005999407198294023
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2006,633473,3,85,85,97.54,2,199,86283,512,784.135528212199,0.652948350863966,0.009088,RMIS_adjusted_for_terminal_harvest,0.008247482249095281,0.008247482249095281
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2007,633974,3,89,89,80.13,2,NA,88963,124,288.502480139598,0.429805663854259,0.003243,RMIS_adjusted_for_terminal_harvest,0.004454187401476229,0.004454187401476229
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2008,634776,3,88,88,119.36,2,211,94965,417,874.921018303217,0.476614450077689,0.009213,RMIS_adjusted_for_terminal_harvest,0.008546376549046919,0.008546376549046919
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2009,634295,3,84,84,103.08,2,205,98718,218,482.44756043763,0.451862581297439,0.004887,RMIS_adjusted_for_terminal_harvest,0.004977962252868894,0.004977962252868894
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2010,635273,3,86,86,92.56,2,198,83600,227,373.769125015624,0.607326782249634,0.004471,RMIS_adjusted_for_terminal_harvest,0.004903240552411417,0.004903240552411417
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2011,635599,3,88,88,94.49,2,196,69555,867,1435.56299554555,0.603944238386082,0.020639,RMIS_adjusted_for_terminal_harvest,0.021113905276680493,0.021113905276680493
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2011,636416,3,88,88,88.93,2,193,31249,425,694.659576919366,0.611810466768145,0.02223,RMIS_adjusted_for_terminal_harvest,0.019536115411996045,0.019536115411996045
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2012,635673,11,305,305,31.94,1,139,99888,189,332.514192689469,0.568396790739411,0.003329,RMIS_adjusted_for_terminal_harvest,0.0031102026526312007,0.0031102026526312007
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2012,636266,3,87,87,87.22,2,191,94927,928,1657.17168842601,0.559990257184167,0.017457,RMIS_adjusted_for_terminal_harvest,0.016379362507396272,0.016379362507396272
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2012,636267,3,78,78,61.29,2,191,97853,633,1095.05902792972,0.578051030908101,0.011191,RMIS_adjusted_for_terminal_harvest,0.012912265677283973,0.012912265677283973
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2013,636641,11,307,307,27.65,1,131,91814,51,107.648569332059,0.473763843927015,0.001172,RMIS_adjusted_for_terminal_harvest,0.0017485731878887226,0.0017485731878887226
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2013,636642,2,35,35,52.74,2,164,94803,290,627.956331588482,0.461815552152192,0.006624,RMIS_adjusted_for_terminal_harvest,0.006181133368977606,0.006181133368977606
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2013,636643,2,35,35,83.99,2,185,94985,407,823.072139474146,0.494488855205364,0.008665,RMIS_adjusted_for_terminal_harvest,0.008170372410143834,0.008170372410143834
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2014,636790,3,70,70,93.91,2,200,96073,95,123.141536683092,0.771469989403211,0.001282,RMIS_adjusted_for_terminal_harvest,0.0013659690620883257,0.0013659690620883257
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2014,636791,10,301,301,32.39,1,141,97935,31,86.4387280221507,0.358635541143733,8.83e-4,RMIS_adjusted_for_terminal_harvest,2.457009428981323e-4,2.457009428981323e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,2014,636792,3,61,61,55.38,2,171,95735,49,60.0590651776322,0.815863514609765,6.27e-4,RMIS_adjusted_for_terminal_harvest,9.042446661967627e-4,9.042446661967627e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,TILTON R -SF 26.0599,1995,635819,4,91,91,96.51,2,201,19534,12,16.0271540622549,0.748729309856753,8.2e-4,RMIS_adjusted_for_terminal_harvest,0.0014659474789814842,0.0014659474789814842
FRIENDS OF COWLITZ,COWLITZ R    26.0002,BILL CR      26.0518,1990,633724,3,89,89,69.77,2,NA,13956,8,19.4356182886108,0.411615410490335,0.001393,RMIS_adjusted_for_terminal_harvest,0.0015318503669869597,0.0015318503669869597
FRIENDS OF COWLITZ,COWLITZ R    26.0002,BILL CR      26.0518,1991,634361,5,121,121,63.88,2,NA,14085,7,9.01898809560525,0.776140286005139,6.4e-4,RMIS_adjusted_for_terminal_harvest,9.404309657803354e-4,9.404309657803354e-4
FRIENDS OF COWLITZ,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,633938,4,93,93,69.77,2,NA,40794,52,79.8728026080424,0.651035124624062,0.001958,RMIS_adjusted_for_terminal_harvest,0.001540864206302298,0.001540864206302298
FRIENDS OF COWLITZ,COWLITZ R    26.0002,COWLITZ R    26.0002,1997,630510,3,61,61,80.28,2,NA,17901,7,8.61801980146554,0.812251556768251,4.81e-4,RMIS_adjusted_for_terminal_harvest,4.8171888056487895e-4,4.8171888056487895e-4
FRIENDS OF COWLITZ,COWLITZ R    26.0002,COWLITZ R    26.0002,1998,630534,3,67,67,113.39,2,NA,25163,202,525.046081477498,0.384728135541103,0.020866,RMIS_adjusted_for_terminal_harvest,0.01335528710074917,0.01335528710074917
FRIENDS OF COWLITZ,COWLITZ R    26.0002,COWLITZ R    26.0002,1999,631334,2,37,37,90.71,2,NA,24660,190,305.057833651051,0.622832719048733,0.012371,RMIS_adjusted_for_terminal_harvest,0.014465295260941397,0.014465295260941397
FRIENDS OF COWLITZ,COWLITZ R    26.0002,COWLITZ R    26.0002,2000,630796,3,80,80,56.69,2,NA,48363,84,335.979283415072,0.25001541507613,0.006947,RMIS_adjusted_for_terminal_harvest,0.014608726725250836,0.014608726725250836
FRIENDS OF COWLITZ,COWLITZ R    26.0002,COWLITZ R    26.0002,2001,631469,3,84,84,41.99,2,NA,25209,50,129.357725093945,0.386525041033984,0.005131,RMIS_adjusted_for_terminal_harvest,0.008360862936618552,0.008360862936618552
FRIENDS OF COWLITZ,COWLITZ R    26.0002,COWLITZ R    26.0002,2002,631975,3,75,75,47.74,2,NA,25368,66,106.174233384645,0.621619746110124,0.004185,RMIS_adjusted_for_terminal_harvest,0.0038600161062405922,0.0038600161062405922
FRIENDS OF COWLITZ,COWLITZ R    26.0002,COWLITZ R    26.0002,2003,632666,3,80,80,55.99,2,NA,24829,68,124.031097300961,0.548249604169816,0.004995,RMIS_adjusted_for_terminal_harvest,0.002551960483435576,0.002551960483435576
FRIENDS OF COWLITZ,COWLITZ R    26.0002,COWLITZ R    26.0002,2004,632296,3,80,80,51.54,2,158,25021,19,24.8796641554968,0.76367590339045,9.94e-4,RMIS_adjusted_for_terminal_harvest,0.002210575675824895,0.002210575675824895
